Cause of death,Cause of death Code,County,County Code,Deaths,Population,Crude Rate
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Geneva County, Alabama",1061,20,26777,74.69096613
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Henry County, Alabama",1067,14,17221,81.29609198
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Houston County, Alabama",1069,44,104173,42.23743196
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Jackson County, Alabama",1071,57,52419,108.7391976
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Jefferson County, Alabama",1073,265,660367,40.12920088
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Lamar County, Alabama",1075,16,13886,115.2239666
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Lauderdale County, Alabama",1077,54,92596,58.3178539
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Lawrence County, Alabama",1079,27,33115,81.53404801
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Lee County, Alabama",1081,63,156993,40.12917773
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Limestone County, Alabama",1083,42,91663,45.82001462
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Madison County, Alabama",1089,134,353089,37.95077162
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Marion County, Alabama",1093,26,30168,86.18403606
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Marshall County, Alabama",1095,66,94725,69.67537609
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Mobile County, Alabama",1097,186,415395,44.77665836
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Montgomery County, Alabama",1101,67,226519,29.57809279
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Morgan County, Alabama",1103,74,119565,61.89102162
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Pickens County, Alabama",1107,10,20864,47.92944785
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Randolph County, Alabama",1111,19,22696,83.7151921
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Russell County, Alabama",1113,32,59660,53.63727791
"Chronic obstructive pulmonary disease, unspecified",J44.9,"St. Clair County, Alabama",1115,55,87074,63.16466454
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Shelby County, Alabama",1117,51,208713,24.4354688
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Talladega County, Alabama",1121,58,80862,71.72714007
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Tallapoosa County, Alabama",1123,29,40844,71.00186074
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Tuscaloosa County, Alabama",1125,77,203976,37.74953916
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Walker County, Alabama",1127,75,65294,114.8650718
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Washington County, Alabama",1129,17,16804,101.166389
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Winston County, Alabama",1133,33,23877,138.2083176
Pneumonitis due to food and vomit,J69.0,"Baldwin County, Alabama",1003,14,203709,6.872548586
Pneumonitis due to food and vomit,J69.0,"Covington County, Alabama",1039,11,37835,29.07360909
Pneumonitis due to food and vomit,J69.0,"DeKalb County, Alabama",1049,10,71130,14.05876564
Pneumonitis due to food and vomit,J69.0,"Houston County, Alabama",1069,11,104173,10.55935799
Pneumonitis due to food and vomit,J69.0,"Jefferson County, Alabama",1073,28,660367,4.240066508
Pneumonitis due to food and vomit,J69.0,"Lauderdale County, Alabama",1077,10,92596,10.79960257
Pneumonitis due to food and vomit,J69.0,"Madison County, Alabama",1089,30,353089,8.496441407
Pneumonitis due to food and vomit,J69.0,"Mobile County, Alabama",1097,33,415395,7.944245838
Pneumonitis due to food and vomit,J69.0,"Shelby County, Alabama",1117,10,208713,4.791268392
Pneumonitis due to food and vomit,J69.0,"Talladega County, Alabama",1121,12,80862,14.84009794
Pneumonitis due to food and vomit,J69.0,"Tuscaloosa County, Alabama",1125,11,203976,5.392791309
Other interstitial pulmonary diseases with fibrosis,J84.1,"Baldwin County, Alabama",1003,13,203709,6.381652259
Other interstitial pulmonary diseases with fibrosis,J84.1,"Jefferson County, Alabama",1073,23,660367,3.482911775
Other interstitial pulmonary diseases with fibrosis,J84.1,"Madison County, Alabama",1089,13,353089,3.681791276
Other interstitial pulmonary diseases with fibrosis,J84.1,"Mobile County, Alabama",1097,20,415395,4.814694447
Other interstitial pulmonary diseases with fibrosis,J84.1,"Montgomery County, Alabama",1101,18,226519,7.946353286
Other interstitial pulmonary diseases with fibrosis,J84.1,"Morgan County, Alabama",1103,12,119565,10.03638188
Other interstitial pulmonary diseases with fibrosis,J84.1,"Tuscaloosa County, Alabama",1125,10,203976,4.902537553
"Interstitial pulmonary disease, unspecified",J84.9,"Jefferson County, Alabama",1073,17,660367,2.574326094
Acute respiratory failure,J96.0,"Jefferson County, Alabama",1073,11,660367,1.665740414
Acute respiratory failure,J96.0,"Tuscaloosa County, Alabama",1125,11,203976,5.392791309
Chronic respiratory failure,J96.1,"Jefferson County, Alabama",1073,10,660367,1.514309467
"Respiratory failure, unspecified",J96.9,"Jefferson County, Alabama",1073,33,660367,4.997221242
"Respiratory failure, unspecified",J96.9,"Madison County, Alabama",1089,16,353089,4.531435417
"Respiratory failure, unspecified",J96.9,"Talladega County, Alabama",1121,12,80862,14.84009794
"Respiratory failure, unspecified",J96.9,"Tuscaloosa County, Alabama",1125,26,203976,12.74659764
"Vascular disorder of intestine, unspecified",K55.9,"Jefferson County, Alabama",1073,13,660367,1.968602308
"Vascular disorder of intestine, unspecified",K55.9,"Mobile County, Alabama",1097,13,415395,3.129551391
Other and unspecified intestinal obstruction,K56.6,"Madison County, Alabama",1089,10,353089,2.832147136
Alcoholic cirrhosis of liver,K70.3,"Cullman County, Alabama",1043,10,82005,12.19437839
Alcoholic cirrhosis of liver,K70.3,"Jefferson County, Alabama",1073,11,660367,1.665740414
Alcoholic cirrhosis of liver,K70.3,"Marshall County, Alabama",1095,12,94725,12.6682502
Alcoholic cirrhosis of liver,K70.3,"Mobile County, Alabama",1097,11,415395,2.648081946
"Hepatic failure, unspecified",K72.9,"Mobile County, Alabama",1097,16,415395,3.851755558
Other and unspecified cirrhosis of liver,K74.6,"Baldwin County, Alabama",1003,25,203709,12.27240819
Other and unspecified cirrhosis of liver,K74.6,"Calhoun County, Alabama",1015,24,115620,20.75765439
Other and unspecified cirrhosis of liver,K74.6,"Colbert County, Alabama",1033,12,54354,22.077492
Other and unspecified cirrhosis of liver,K74.6,"Cullman County, Alabama",1043,12,82005,14.63325407
Other and unspecified cirrhosis of liver,K74.6,"DeKalb County, Alabama",1049,10,71130,14.05876564
Other and unspecified cirrhosis of liver,K74.6,"Elmore County, Alabama",1051,14,81468,17.18466146
Other and unspecified cirrhosis of liver,K74.6,"Etowah County, Alabama",1055,17,103057,16.49572567
Other and unspecified cirrhosis of liver,K74.6,"Jackson County, Alabama",1071,13,52419,24.80016788
Other and unspecified cirrhosis of liver,K74.6,"Jefferson County, Alabama",1073,51,660367,7.722978283
Other and unspecified cirrhosis of liver,K74.6,"Lauderdale County, Alabama",1077,10,92596,10.79960257
Other and unspecified cirrhosis of liver,K74.6,"Madison County, Alabama",1089,26,353089,7.363582553
Other and unspecified cirrhosis of liver,K74.6,"Marshall County, Alabama",1095,11,94725,11.61256268
Other and unspecified cirrhosis of liver,K74.6,"Mobile County, Alabama",1097,30,415395,7.222041671
Other and unspecified cirrhosis of liver,K74.6,"Montgomery County, Alabama",1101,22,226519,9.712209572
Other and unspecified cirrhosis of liver,K74.6,"Morgan County, Alabama",1103,10,119565,8.36365157
Other and unspecified cirrhosis of liver,K74.6,"St. Clair County, Alabama",1115,15,87074,17.22672669
Other and unspecified cirrhosis of liver,K74.6,"Talladega County, Alabama",1121,12,80862,14.84009794
Other and unspecified cirrhosis of liver,K74.6,"Tuscaloosa County, Alabama",1125,13,203976,6.373298819
Other and unspecified cirrhosis of liver,K74.6,"Walker County, Alabama",1127,10,65294,15.31534291
"Liver disease, unspecified",K76.9,"Mobile County, Alabama",1097,16,415395,3.851755558
"Gastrointestinal haemorrhage, unspecified",K92.2,"Jefferson County, Alabama",1073,23,660367,3.482911775
"Gastrointestinal haemorrhage, unspecified",K92.2,"Mobile County, Alabama",1097,15,415395,3.611020836
"Acute renal failure, unspecified",N17.9,"Etowah County, Alabama",1055,11,103057,10.67370484
"Acute renal failure, unspecified",N17.9,"Jefferson County, Alabama",1073,24,660367,3.634342722
"Acute renal failure, unspecified",N17.9,"Madison County, Alabama",1089,10,353089,2.832147136
"Acute renal failure, unspecified",N17.9,"Mobile County, Alabama",1097,15,415395,3.611020836
"Acute renal failure, unspecified",N17.9,"Montgomery County, Alabama",1101,11,226519,4.856104786
"Chronic kidney disease, stage 5",N18.5,"Etowah County, Alabama",1055,16,103057,15.52538886
"Chronic kidney disease, stage 5",N18.5,"Jefferson County, Alabama",1073,70,660367,10.60016627
"Chronic kidney disease, stage 5",N18.5,"Lauderdale County, Alabama",1077,11,92596,11.87956283
"Chronic kidney disease, stage 5",N18.5,"Madison County, Alabama",1089,29,353089,8.213226694
"Chronic kidney disease, stage 5",N18.5,"Marshall County, Alabama",1095,10,94725,10.55687516
"Chronic kidney disease, stage 5",N18.5,"Mobile County, Alabama",1097,32,415395,7.703511116
"Chronic kidney disease, stage 5",N18.5,"Montgomery County, Alabama",1101,17,226519,7.504889215
"Chronic kidney disease, stage 5",N18.5,"Morgan County, Alabama",1103,14,119565,11.7091122
"Chronic kidney disease, stage 5",N18.5,"Shelby County, Alabama",1117,10,208713,4.791268392
"Chronic kidney disease, stage 5",N18.5,"Talladega County, Alabama",1121,10,80862,12.36674829
"Chronic kidney disease, stage 5",N18.5,"Tuscaloosa County, Alabama",1125,24,203976,11.76609013
"Chronic renal failure, unspecified",N18.9,"Baldwin County, Alabama",1003,11,203709,5.399859604
"Chronic renal failure, unspecified",N18.9,"Jefferson County, Alabama",1073,16,660367,2.422895148
"Chronic renal failure, unspecified",N18.9,"Madison County, Alabama",1089,10,353089,2.832147136
"Chronic renal failure, unspecified",N18.9,"Mobile County, Alabama",1097,10,415395,2.407347224
"Chronic renal failure, unspecified",N18.9,"Montgomery County, Alabama",1101,10,226519,4.414640714
Unspecified renal failure,N19,"Calhoun County, Alabama",1015,17,115620,14.70333852
Unspecified renal failure,N19,"Jefferson County, Alabama",1073,31,660367,4.694359349
Unspecified renal failure,N19,"Madison County, Alabama",1089,21,353089,5.947508985
Unspecified renal failure,N19,"Mobile County, Alabama",1097,18,415395,4.333225003
Unspecified renal failure,N19,"Montgomery County, Alabama",1101,16,226519,7.063425143
Other specified disorders of kidney and ureter,N28.8,"Jefferson County, Alabama",1073,11,660367,1.665740414
"Disorder of kidney and ureter, unspecified",N28.9,"Mobile County, Alabama",1097,10,415395,2.407347224
"Urinary tract infection, site not specified",N39.0,"Jefferson County, Alabama",1073,30,660367,4.542928402
"Urinary tract infection, site not specified",N39.0,"Madison County, Alabama",1089,11,353089,3.115361849
"Urinary tract infection, site not specified",N39.0,"Mobile County, Alabama",1097,24,415395,5.777633337
Extreme immaturity,P07.2,"Jefferson County, Alabama",1073,10,660367,1.514309467
Respiratory arrest,R09.2,"Covington County, Alabama",1039,14,37835,37.00277521
Respiratory arrest,R09.2,"Jefferson County, Alabama",1073,19,660367,2.877187988
Respiratory arrest,R09.2,"Lauderdale County, Alabama",1077,13,92596,14.03948335
Respiratory arrest,R09.2,"Sumter County, Alabama",1119,16,13103,122.1094406
Respiratory arrest,R09.2,"Talladega County, Alabama",1121,13,80862,16.07677277
Senility,R54,"Baldwin County, Alabama",1003,11,203709,5.399859604
Other lack of expected normal physiological development,R62.8,"Jefferson County, Alabama",1073,11,660367,1.665740414
Other lack of expected normal physiological development,R62.8,"Montgomery County, Alabama",1101,28,226519,12.360994
Sudden infant death syndrome - SIDS,R95,"Mobile County, Alabama",1097,10,415395,2.407347224
Other ill-defined and unspecified causes of mortality,R99,"Calhoun County, Alabama",1015,19,115620,16.43314305
Other ill-defined and unspecified causes of mortality,R99,"DeKalb County, Alabama",1049,11,71130,15.4646422
Other ill-defined and unspecified causes of mortality,R99,"Jefferson County, Alabama",1073,249,660367,37.70630574
Other ill-defined and unspecified causes of mortality,R99,"Madison County, Alabama",1089,24,353089,6.797153126
Other ill-defined and unspecified causes of mortality,R99,"Marshall County, Alabama",1095,11,94725,11.61256268
Other ill-defined and unspecified causes of mortality,R99,"Mobile County, Alabama",1097,13,415395,3.129551391
Other ill-defined and unspecified causes of mortality,R99,"Montgomery County, Alabama",1101,11,226519,4.856104786
Other ill-defined and unspecified causes of mortality,R99,"Tuscaloosa County, Alabama",1125,16,203976,7.844060086
Other ill-defined and unspecified causes of mortality,R99,"Walker County, Alabama",1127,13,65294,19.90994578
Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,"Jefferson County, Alabama",1073,15,660367,2.271464201
Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,"Mobile County, Alabama",1097,11,415395,2.648081946
Person injured in collision between other specified motor vehicles (traffic),V87.7,"Jefferson County, Alabama",1073,13,660367,1.968602308
Person injured in collision between other specified motor vehicles (traffic),V87.7,"Limestone County, Alabama",1083,10,91663,10.90952729
"Person injured in unspecified motor-vehicle accident, traffic",V89.2,"Baldwin County, Alabama",1003,25,203709,12.27240819
"Person injured in unspecified motor-vehicle accident, traffic",V89.2,"Calhoun County, Alabama",1015,14,115620,12.10863172
"Person injured in unspecified motor-vehicle accident, traffic",V89.2,"Cullman County, Alabama",1043,12,82005,14.63325407
"Person injured in unspecified motor-vehicle accident, traffic",V89.2,"DeKalb County, Alabama",1049,11,71130,15.4646422
"Person injured in unspecified motor-vehicle accident, traffic",V89.2,"Elmore County, Alabama",1051,14,81468,17.18466146
"Person injured in unspecified motor-vehicle accident, traffic",V89.2,"Jackson County, Alabama",1071,12,52419,22.89246266
"Person injured in unspecified motor-vehicle accident, traffic",V89.2,"Jefferson County, Alabama",1073,34,660367,5.148652189
"Person injured in unspecified motor-vehicle accident, traffic",V89.2,"Lauderdale County, Alabama",1077,16,92596,17.27936412
"Person injured in unspecified motor-vehicle accident, traffic",V89.2,"Limestone County, Alabama",1083,11,91663,12.00048002
"Person injured in unspecified motor-vehicle accident, traffic",V89.2,"Madison County, Alabama",1089,13,353089,3.681791276
"Person injured in unspecified motor-vehicle accident, traffic",V89.2,"Mobile County, Alabama",1097,51,415395,12.27747084
"Person injured in unspecified motor-vehicle accident, traffic",V89.2,"Montgomery County, Alabama",1101,15,226519,6.621961072
"Person injured in unspecified motor-vehicle accident, traffic",V89.2,"St. Clair County, Alabama",1115,14,87074,16.07827825
"Person injured in unspecified motor-vehicle accident, traffic",V89.2,"Shelby County, Alabama",1117,12,208713,5.749522071
"Person injured in unspecified motor-vehicle accident, traffic",V89.2,"Tuscaloosa County, Alabama",1125,16,203976,7.844060086
Unspecified fall,W19,"Jefferson County, Alabama",1073,12,660367,1.817171361
Unspecified fall,W19,"Madison County, Alabama",1089,10,353089,2.832147136
Unspecified fall,W19,"Mobile County, Alabama",1097,16,415395,3.851755558
Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,"Jefferson County, Alabama",1073,10,660367,1.514309467
Exposure to uncontrolled fire in building or structure,X00,"Jefferson County, Alabama",1073,10,660367,1.514309467
"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,"Baldwin County, Alabama",1003,16,203709,7.854341242
"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,"Jefferson County, Alabama",1073,101,660367,15.29452562
"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,"Mobile County, Alabama",1097,23,415395,5.536898615
"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,"Shelby County, Alabama",1117,11,208713,5.270395232
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,"Baldwin County, Alabama",1003,22,203709,10.79971921
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,"Calhoun County, Alabama",1015,18,115620,15.56824079
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,"Cullman County, Alabama",1043,10,82005,12.19437839
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,"DeKalb County, Alabama",1049,12,71130,16.87051877
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,"Etowah County, Alabama",1055,20,103057,19.40673608
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,"Jefferson County, Alabama",1073,51,660367,7.722978283
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,"Lee County, Alabama",1081,10,156993,6.369710751
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,"Madison County, Alabama",1089,29,353089,8.213226694
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,"Marshall County, Alabama",1095,22,94725,23.22512536
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,"Mobile County, Alabama",1097,32,415395,7.703511116
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,"Morgan County, Alabama",1103,17,119565,14.21820767
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,"St. Clair County, Alabama",1115,15,87074,17.22672669
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,"Shelby County, Alabama",1117,25,208713,11.97817098
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,"Tuscaloosa County, Alabama",1125,18,203976,8.824567596
Exposure to unspecified factor causing fracture,X59.0,"Jefferson County, Alabama",1073,14,660367,2.120033254
Exposure to unspecified factor causing other and unspecified injury,X59.9,"Jefferson County, Alabama",1073,18,660367,2.725757041
"Intentional self-harm by hanging, strangulation and suffocation",X70,"Jefferson County, Alabama",1073,18,660367,2.725757041
"Intentional self-harm by hanging, strangulation and suffocation",X70,"Mobile County, Alabama",1097,16,415395,3.851755558
Intentional self-harm by handgun discharge,X72,"Jefferson County, Alabama",1073,31,660367,4.694359349
Intentional self-harm by other and unspecified firearm discharge,X74,"Baldwin County, Alabama",1003,29,203709,14.2359935
Intentional self-harm by other and unspecified firearm discharge,X74,"Calhoun County, Alabama",1015,19,115620,16.43314305
Intentional self-harm by other and unspecified firearm discharge,X74,"Elmore County, Alabama",1051,10,81468,12.27475819
Intentional self-harm by other and unspecified firearm discharge,X74,"Etowah County, Alabama",1055,10,103057,9.703368039
Intentional self-harm by other and unspecified firearm discharge,X74,"Houston County, Alabama",1069,13,104173,12.47924126
Intentional self-harm by other and unspecified firearm discharge,X74,"Jefferson County, Alabama",1073,22,660367,3.331480828
Intentional self-harm by other and unspecified firearm discharge,X74,"Lee County, Alabama",1081,11,156993,7.006681827
Intentional self-harm by other and unspecified firearm discharge,X74,"Madison County, Alabama",1089,41,353089,11.61180326
Intentional self-harm by other and unspecified firearm discharge,X74,"Marshall County, Alabama",1095,10,94725,10.55687516
Intentional self-harm by other and unspecified firearm discharge,X74,"Mobile County, Alabama",1097,36,415395,8.666450005
Intentional self-harm by other and unspecified firearm discharge,X74,"Montgomery County, Alabama",1101,15,226519,6.621961072
Intentional self-harm by other and unspecified firearm discharge,X74,"St. Clair County, Alabama",1115,10,87074,11.48448446
Intentional self-harm by other and unspecified firearm discharge,X74,"Shelby County, Alabama",1117,27,208713,12.93642466
Intentional self-harm by other and unspecified firearm discharge,X74,"Talladega County, Alabama",1121,14,80862,17.3134476
Intentional self-harm by other and unspecified firearm discharge,X74,"Tuscaloosa County, Alabama",1125,13,203976,6.373298819
Intentional self-harm by other and unspecified firearm discharge,X74,"Walker County, Alabama",1127,12,65294,18.37841149
Assault by handgun discharge,X93,"Jefferson County, Alabama",1073,30,660367,4.542928402
Assault by other and unspecified firearm discharge,X95,"Calhoun County, Alabama",1015,12,115620,10.37882719
Assault by other and unspecified firearm discharge,X95,"Jefferson County, Alabama",1073,81,660367,12.26590669
Assault by other and unspecified firearm discharge,X95,"Madison County, Alabama",1089,14,353089,3.96500599
Assault by other and unspecified firearm discharge,X95,"Mobile County, Alabama",1097,48,415395,11.55526667
Assault by other and unspecified firearm discharge,X95,"Montgomery County, Alabama",1101,36,226519,15.89270657
Assault by other and unspecified firearm discharge,X95,"Talladega County, Alabama",1121,14,80862,17.3134476
Assault by other and unspecified firearm discharge,X95,"Tuscaloosa County, Alabama",1125,10,203976,4.902537553
